Nombre,Dirección,lat,lon,coord_source,dist_plaza_grande_km,existe_gmaps,estrellas_num,Cantidad de Reseñas,log1p_resenas,Tiene IG,Seguidores IG,log1p_seguidores_ig,Tiene TikTok,Seguidores TT,log1p_seguidores_tt,Likes TT,Tipo Restaurante,tipo_restaurante_ui,Franquicia,franquicia_bin,marca_id,cuenta_social_duplicada,AÑO REGISTRO,CATEGORÍA,Instagram,URL IG,TikTok,URL Tik Tok
 ALISVA KIMBERLY ,"JUAN DE DIOS MORALES OE1-65 AV. PEDRO VICENTE MALDONADO, Quito, Ecuador",-0.226330218,-78.5134426,respaldo_R_S,0.6567086436457558,FALSE,,0,0,0,0,0,0,0,0,0,Desconocido,Otro,No posee,0, ALISVA KIMBERLY __0,FALSE,2008,SEGUNDA / 3 TENEDORES,No tiene,0,No tiene,0
 DON POLLO JL"","OLMEDO E IMABURA, Quito, Ecuador",-0.216119142,-78.51400016,primaria_C_D,0.5148981204224526,TRUE,4.3,36,3.6109179126442243,1,250,5.5254529391317835,0,0,0,0,Fast Food,Fast Food,Franquicia,1, DON POLLO JL"",FALSE,2016,SEGUNDA / 3 TENEDORES,donpollouio,https://www.instagram.com/donpollouio/,No tiene,0
 LA CAVA NOCHE,"Chile 269 Guayaquil, Quito, Ecuador",-0.226301308,-78.51267682,primaria_C_D,0.6453755778984874,TRUE,5,1,0.6931471805599453,1,555,6.320768294250582,0,0,0,0,Bar,Bar,No posee,0, LA CAVA NOCHE__2,FALSE,2012,SEGUNDA / 3 TENEDORES,lacavabarecuador,https://www.instagram.com/lacavabarecuador/,No tiene,0
 LA ESQUINA ZARUMEÑA ,"JUNIN E2-27 LUIS ALFONSO ORTIZ BILBAO, Quito, Ecuador",-0.223477312,-78.50928424,respaldo_R_S,0.48729955711542167,FALSE,,0,0,0,0,0,0,0,0,0,Comida Ecuatoriana,Comida Ecuatoriana,No posee,0, LA ESQUINA ZARUMEÑA __3,FALSE,2022,SEGUNDA / 3 TENEDORES,No tiene,0,No tiene,0
 LA LEYENDA CAFÉ CONCIERTO,"Chile 1270 Benalcázar, Quito, Ecuador",-0.219100786,-78.51273949,respaldo_R_S,0.1578480204704166,FALSE,,0,0,0,0,0,0,0,0,0,Cafetería,Cafetería,No posee,0, LA LEYENDA CAFÉ CONCIERTO__4,FALSE,2012,SEGUNDA / 3 TENEDORES,No tiene,0,No tiene,0
 LA TRADICIÓN,"MONTUFAR N1-88 N2 DE LOS MILAGROS, Quito, Ecuador",-0.2208816,-78.5102829,primaria_C_D,0.2501534459338821,TRUE,2.1,203,5.318119993844216,0,0,0,0,0,0,0,Tradicional,Tradicional,No posee,0, LA TRADICIÓN__5,FALSE,2013,SEGUNDA / 3 TENEDORES,No tiene,0,No tiene,0
 RESTAURANTE VIVIANA DEL CENTRO ,"MEJIA OE 1-55 FLORES, Quito, Ecuador",-0.2207456,-78.5108337,primaria_C_D,0.1872845385785365,TRUE,0,0,0,0,0,0,0,0,0,0,Desconocido,Otro,No posee,0, RESTAURANTE VIVIANA DEL CENTRO __6,FALSE,2022,SEGUNDA / 3 TENEDORES,No tiene,0,No tiene,0
 SANTA ELENA " RESTAURANTE","MORALES S1-73 GUAYAQUIL, Quito, Ecuador",-0.222704171,-78.51616404,primaria_C_D,0.47545887158445105,TRUE,3.1,7,2.0794415416798357,0,0,0,0,0,0,0,Desconocido,Otro,No posee,0, SANTA ELENA " RESTAURANTE"__7,FALSE,2008,SEGUNDA / 3 TENEDORES,No tiene,0,No tiene,0
"¡Hasta la Vuelta!, Señor","MEJIA OE6-43 BENALCAZAR, Quito, Ecuador",-0.2179924,-78.5097485,primaria_C_D,0.41394839805434286,TRUE,4.4,1740,7.462214939768189,1,16300,9.69898173460629,1,11100,9.314790473332646,34400,Nuevo Tradicional,Nuevo Tradicional,No posee,0,"¡Hasta la Vuelta!, Señor__8",FALSE,2007,PRIMERA / 4 TENEDORES,hastalavueltasenor,https://www.instagram.com/hastalavueltasenor/?__d=undefined,@hastalavueltasenor,https://www.tiktok.com/@hastalavueltasenor
ABATURC SPORT,"MANABÍ OE1-42 FLORES, Quito, Ecuador",-0.2243446,-78.5137767,respaldo_R_S,0.45045457966341035,FALSE,,0,0,0,0,0,0,0,0,0,Desconocido,Otro,No posee,0,ABATURC SPORT__9,FALSE,2023,SEGUNDA / 3 TENEDORES,No tiene,0,No tiene,0
ABU MUNIR,"N11 JOSE ANTEPARA E4-85 E5 LOS RIOS, Quito, Ecuador",-0.2253545,-78.5094293,respaldo_R_S,0.6387200162463044,FALSE,,0,0,0,0,0,0,0,0,0,Desconocido,Otro,No posee,0,ABU MUNIR__10,FALSE,2024,CUARTA / 1 TENEDOR,No tiene,0,No tiene,0
AL PASO,"VICENTE ROCAFUERTE e1-58 montúfar, Quito, Ecuador",-0.2213737,-78.5056581,respaldo_R_S,0.7669568904745075,FALSE,,0,0,0,0,0,0,0,0,0,Desconocido,Otro,No posee,0,AL PASO__11,FALSE,2024,CUARTA / 1 TENEDOR,No tiene,0,No tiene,0
ALBAN ARELLANO ALEX JUAN,"AV. PICHINCHA E3-290 sucre, Quito, Ecuador",-0.230993105,-78.51345377,respaldo_R_S,1.171589954494273,FALSE,,0,0,0,0,0,0,0,0,0,Desconocido,Otro,No posee,0,ALBAN ARELLANO ALEX JUAN__12,FALSE,2023,CUARTA / 1 TENEDOR,No tiene,0,No tiene,0
ALCIVAR CEDEÑO CELIA CELINDA,"PICHINCHA N1-632 SUCRE, Quito, Ecuador",-0.221408868,-78.52218367,respaldo_R_S,1.0814992064377644,FALSE,,0,0,0,0,0,0,0,0,0,Desconocido,Otro,No posee,0,ALCIVAR CEDEÑO CELIA CELINDA__13,FALSE,2024,CUARTA / 1 TENEDOR,No tiene,0,No tiene,0
ALGA PESCA,"GARCIA MORENO N7-68 MANABI, Quito, Ecuador",-0.2183376,-78.5090367,primaria_C_D,0.45400011267107115,TRUE,4.8,141,4.955827057601261,0,0,0,0,0,0,0,Comida Ecuatoriana,Comida Ecuatoriana,No posee,0,ALGA PESCA__14,FALSE,2024,SEGUNDA / 3 TENEDORES,No tiene,0,No tiene,0
ANDES BREW PUB,"CUENCA S1-12 AV 24 DE MAYI, Quito, Ecuador",-0.218562,-78.5094166,primaria_C_D,0.4049550689970033,TRUE,4.8,1306,7.175489713624222,1,29000,10.275085591132715,1,33,3.5263605246161616,13,Bar,Bar,Franquicia,1,ANDES BREW PUB,FALSE,2023,SEGUNDA / 3 TENEDORES,andesbrewing,https://www.instagram.com/andesbrewing/,@andesbrewing.uio,https://www.tiktok.com/@andesbrewing.uio
ANITA DEL CENTRO,"GUAYAQUIL S1-64 MORALES, Quito, Ecuador",-0.2275492,-78.5048653,respaldo_R_S,1.155459080755958,FALSE,,0,0,0,0,0,0,0,0,0,Desconocido,Otro,No posee,0,ANITA DEL CENTRO__16,FALSE,2021,SEGUNDA / 3 TENEDORES,No tiene,0,No tiene,0
AÑORANZA,"JUAN DE DIOS MORALES OE1-113 GUAYAQUIL, Quito, Ecuador",-0.225048753,-78.51357247,primaria_C_D,0.5196662314644154,TRUE,5,1,0.6931471805599453,0,0,0,0,0,0,0,Bar,Bar,No posee,0,AÑORANZA__17,FALSE,2015,SEGUNDA / 3 TENEDORES,No tiene,0,No tiene,0
APOLO'S,"Venezuela, entre y mejia y olmedo, Quito",-0.218889812,-78.51047624,primaria_C_D,0.2875684341221878,TRUE,4.8,98,4.59511985013459,1,407,6.0112671744041615,1,27800,10.2328272702548,650700,Fast Food,Fast Food,No posee,0,APOLO'S__18,FALSE,2023,SEGUNDA / 3 TENEDORES,apolosfood,https://www.instagram.com/apolosfood/,@apolosfood,https://www.tiktok.com/@apolosfood
ARROZ CON LECHE,"chile OE4-22 venezuela, Quito, Ecuador",-0.221094942,-78.5122142,primaria_C_D,0.07339171867762001,TRUE,3,5,1.791759469228055,0,0,0,0,0,0,0,Desconocido,Otro,No posee,0,ARROZ CON LECHE__19,FALSE,2021,SEGUNDA / 3 TENEDORES,No tiene,0,No tiene,0
ASADERO DE POLLOS LA GRANJA DE CRISTINA,"Chile OE5-54 García Moreno, Quito, Ecuador",-0.2260001,-78.5068199,primaria_C_D,0.8791725595887953,TRUE,5,1,0.6931471805599453,0,0,0,0,0,0,0,Fast Food,Fast Food,No posee,0,ASADERO DE POLLOS LA GRANJA DE CRISTINA__20,FALSE,2012,CUARTA / 1 TENEDOR,No tiene,0,No tiene,0
ASADERO KING CHICKEN,"GRAN COLOMBIA N11-156 BRISEÑO, Quito, Ecuador",-0.2225748,-78.5203569,respaldo_R_S,0.9035896357082039,FALSE,,0,0,0,0,0,0,0,0,0,Fast Food,Fast Food,No posee,0,ASADERO KING CHICKEN__21,FALSE,2025,CUARTA / 1 TENEDOR,No tiene,0,No tiene,0
ASADERO LA ESQUINA DE ALES,"GARCIA MORENO N7-78 MANABI, Quito, Ecuador",-0.2177821,-78.51044258,respaldo_R_S,0.3790409088136239,FALSE,,0,0,1,551,6.313548046277095,1,429,6.063785208687608,2147,Fast Food,Fast Food,Franquicia,1,ASADERO LA ESQUINA DE ALES,FALSE,2021,SEGUNDA / 3 TENEDORES,laesquinadeales,https://www.instagram.com/laesquinadeales/,@laesquinadeales.centro,https://www.tiktok.com/@laesquinadeales.centro
ASADERO M & M,"CHIMBORAZO S42-14 IMBABURA, Quito, Ecuador",-0.2239514,-78.52117473,respaldo_R_S,1.0381222339206575,FALSE,,0,0,0,0,0,0,0,0,0,Parrilla,Parrilla,No posee,0,ASADERO M & M__23,FALSE,2024,SEGUNDA / 3 TENEDORES,No tiene,0,No tiene,0
ASADERO RESTAURANTE LOS MANABAS,"VENEZUELA N5-41 MEJIA, Quito, Ecuador",-0.2256826,-78.506597,primaria_C_D,0.8734587870877336,TRUE,4.3,63,4.1588830833596715,0,0,0,0,0,0,0,Comida Ecuatoriana,Comida Ecuatoriana,No posee,0,ASADERO RESTAURANTE LOS MANABAS__24,FALSE,2023,CUARTA / 1 TENEDOR,No tiene,0,No tiene,0
ASADERO TÍO WILSON,"OLMEDO Oe5-59 BENALCAZAR, Quito, Ecuador",-0.2243456,-78.5152646,primaria_C_D,0.5266407882113882,TRUE,4.6,10,2.3978952727983707,0,0,0,0,0,0,0,Fast Food,Fast Food,No posee,0,ASADERO TÍO WILSON__25,FALSE,2020,SEGUNDA / 3 TENEDORES,No tiene,0,No tiene,0
ATÁVICO CAFÉ,"DON BOSCO E344 PEDRO CALIXTO, Quito, Ecuador",-0.2188224,-78.5049448,primaria_C_D,0.8605549858968073,TRUE,4.7,266,5.58724865840025,1,3473,8.153061946801051,0,0,0,0,Cafetería,Cafetería,No posee,0,ATÁVICO CAFÉ__26,FALSE,2023,TERCERA / 2 TENEDORES,atavicocafe,https://www.instagram.com/atavicocafe/,No tiene,0
AZÚCAR EL PORTAL DE LA SALSA,"PICHINCHA E1-111 DON BOSCO, Quito, Ecuador",-0.221287259,-78.50791945,primaria_C_D,0.5167981232134073,TRUE,4.2,99,4.605170185988092,0,0,0,0,0,0,0,Bar,Bar,No posee,0,AZÚCAR EL PORTAL DE LA SALSA__27,FALSE,2018,SEGUNDA / 3 TENEDORES,No tiene,0,No tiene,0
BAGUETTE,"IMBABURA S1-12 ROCAFUERTE, Quito, Ecuador",-0.2207456,-78.5108337,primaria_C_D,0.1872845385785365,TRUE,4.2,533,6.280395838960195,1,6031,8.704833909687792,0,0,0,0,Tradicional,Tradicional,No posee,0,BAGUETTE__28,FALSE,2022,SEGUNDA / 3 TENEDORES,baguetteec,https://www.instagram.com/baguetteec/,No tiene,0
BANDIDO BREWING,"N3 SUCRE OE2-34 GUAYAQUIL , Quito, Ecuador",-0.2212136,-78.5059883,primaria_C_D,0.7283974879045452,TRUE,4.7,2089,7.644919344958857,1,21300,9.966509298952284,0,0,0,0,Bar,Bar,No posee,0,BANDIDO BREWING__29,FALSE,2023,SEGUNDA / 3 TENEDORES,bandidobrewing,https://www.instagram.com/bandidobrewing/,No tiene,0
BELENCITA,"BOLÍVAR OE6-85 CUENCA, Quito, Ecuador",-0.2212368,-78.5152054,respaldo_R_S,0.31178142630242495,FALSE,,0,0,0,0,0,0,0,0,0,Desconocido,Otro,No posee,0,BELENCITA__30,FALSE,2012,SEGUNDA / 3 TENEDORES,No tiene,0,No tiene,0
BENALCÁZAR,"aV. GRAN COLOMBIA N11-156 general pedro Briceño, Quito, Ecuador",-0.220713414,-78.51086589,primaria_C_D,0.18324645383447025,TRUE,4.5,591,6.3835066348840055,0,0,0,0,0,0,0,Tradicional,Tradicional,No posee,0,BENALCÁZAR__31,FALSE,2015,SEGUNDA / 3 TENEDORES,No tiene,0,No tiene,0
BENDITAS CARNES,"VICENTE ROCAFUERTE S1-04 AV. MALDONADO, Quito, Ecuador",-0.222596588,-78.51478642,respaldo_R_S,0.3449430705623901,TRUE,4.4,10,2.3978952727983707,0,0,0,0,0,0,0,Parrilla,Parrilla,No posee,0,BENDITAS CARNES__32,FALSE,2012,SEGUNDA / 3 TENEDORES,No tiene,0,No tiene,0
BISTRO,"MONTUFAR N1-40 ROCAFUERTE, Quito, Ecuador",-0.2254327,-78.5111952,respaldo_R_S,0.5673557720192695,FALSE,,0,0,0,0,0,0,0,0,0,Desconocido,Otro,No posee,0,BISTRO__33,FALSE,2024,SEGUNDA / 3 TENEDORES,No tiene,0,No tiene,0
BOCANADA,"IMBABURA N1-64 SIMON BOLIVAR, Quito, Ecuador",-0.2239206,-78.5090237,primaria_C_D,0.5422960074366392,TRUE,4.7,335,5.817111159963204,1,2582,7.8567067930958405,0,0,0,0,Internacional,Internacional,No posee,0,BOCANADA__34,FALSE,2024,CUARTA / 1 TENEDOR,bocanadapizza,https://www.instagram.com/bocanadapizza/,No tiene,0
BUHOS RESTAURANTE,"CHILE OE6-201 e IMBABURA, Quito, Ecuador",-0.225202847,-78.51353906,primaria_C_D,0.5355441260797118,TRUE,4.2,140,4.948759890378168,0,0,0,0,0,0,0,Bar,Bar,No posee,0,BUHOS RESTAURANTE__35,FALSE,2022,SEGUNDA / 3 TENEDORES,No tiene,0,No tiene,0
BUKYS,"GUAYAQUIL N11-10 GALÁPAGOS, Quito, Ecuador",-0.2185667,-78.5111886,respaldo_R_S,0.2597631914412505,FALSE,,0,0,0,0,0,0,0,0,0,Desconocido,Otro,No posee,0,BUKYS__36,FALSE,2012,SEGUNDA / 3 TENEDORES,No tiene,0,No tiene,0
BURGER EL GUAYTAMBO,"CHILE CASA 210 PASAJE MALDONADO, Quito, Ecuador",-0.2213737,-78.5056581,primaria_C_D,0.7669568904745075,TRUE,4.2,388,5.963579343618446,0,0,0,0,0,0,0,Fast Food,Fast Food,No posee,0,BURGER EL GUAYTAMBO__37,FALSE,2024,CUARTA / 1 TENEDOR,No tiene,0,No tiene,0
CACHAPAS EL COMPITA,"mejia y marquesa de, Quito , Ecuador",-0.2213233,-78.5088319,primaria_C_D,0.4180186961687946,TRUE,5,1,0.6931471805599453,0,0,0,0,0,0,0,Internacional,Internacional,No posee,0,CACHAPAS EL COMPITA__38,FALSE,2023,SEGUNDA / 3 TENEDORES,No tiene,0,No tiene,0
CACHUPUD TZACAN JOSE MATIAS,"GUAYAQUIL N9-46 ESMERALDAS , Quito, Ecuador",-0.2228797,-78.5184132,respaldo_R_S,0.7087608835063534,FALSE,,0,0,0,0,0,0,0,0,0,Desconocido,Otro,No posee,0,CACHUPUD TZACAN JOSE MATIAS__39,FALSE,2024,CUARTA / 1 TENEDOR,No tiene,0,No tiene,0
CACTUS LA RONDA,"VICENTE ROCAFUERTE OE6-212 E IMBABURA, Quito, Ecuador",-0.220620387,-78.51757164,respaldo_R_S,0.5640953168758104,FALSE,,0,0,0,0,0,0,0,0,0,Bar,Bar,No posee,0,CACTUS LA RONDA__40,FALSE,2018,SEGUNDA / 3 TENEDORES,No tiene,0,No tiene,0
CAFÉ ANHELO,"Morales OE3-36 Guayaquil, Quito, Ecuador",-0.2188216,-78.5135489,primaria_C_D,0.2200761268535885,TRUE,0,0,0,0,0,0,0,0,0,0,Cafetería,Cafetería,No posee,0,CAFÉ ANHELO__41,FALSE,2012,SEGUNDA / 3 TENEDORES,No tiene,0,No tiene,0
CAFÉ CARACOL,"Sebastián de benalcazar entre Eugenio Espejo, y y Sucre, 190130 Quito",-0.2199485,-78.5138264,primaria_C_D,0.1597288403452138,TRUE,4.5,77,4.356708826689592,1,8,2.1972245773362196,0,0,0,0,Tradicional,Tradicional,No posee,0,CAFÉ CARACOL__42,FALSE,2012,SEGUNDA / 3 TENEDORES,cafe_caracol_,https://www.instagram.com/cafe_caracol_/,No tiene,0
CAFÉ DEL FRAILE,"Chile, OE 4 y Venezuela 22 y, 170401 Quito",-0.219567671,-78.5118176,primaria_C_D,0.12847226500638842,TRUE,4.4,902,6.805722553416985,1,2348,7.761744984658913,0,0,0,0,Tradicional,Tradicional,No posee,0,CAFÉ DEL FRAILE__43,FALSE,2021,PRIMERA / 4 TENEDORES,cafedelfraile,https://www.instagram.com/cafedelfraile/,No tiene,0
CAFE SAN BLAS,"LEOPOLDO SALVADOR N1-24 ROCAFUERTE, Quito, Ecuador",-0.2187065,-78.5049494,primaria_C_D,0.8629425910962021,TRUE,4.8,478,6.171700597410915,1,1006,6.914730892718563,0,0,0,0,Cafetería,Cafetería,No posee,0,CAFE SAN BLAS__44,FALSE,2012,TERCERA / 2 TENEDORES,cafe_san_blas_quito,https://www.instagram.com/cafe_san_blas_quito/,No tiene,0
CAFETERÍA MODELO CENTRO HISTÓRICO,"GUAYAQUIL N1-55 BOLIVAR, Quito, Ecuador",-0.2215077,-78.5136676,primaria_C_D,0.17149735842614275,TRUE,4.2,1918,7.5595594960077,0,0,0,0,0,0,0,Tradicional,Tradicional,No posee,0,CAFETERÍA MODELO CENTRO HISTÓRICO__45,FALSE,2008,SEGUNDA / 3 TENEDORES,No tiene,0,No tiene,0
CAISACHANA MEDINA NELLY CECILIA,"AVENIDA PICHINCHA N6-34 OLMEDO, Quito, Ecuador",-0.2256826,-78.506597,respaldo_R_S,0.8734587870877336,FALSE,,0,0,0,0,0,0,0,0,0,Desconocido,Otro,No posee,0,CAISACHANA MEDINA NELLY CECILIA__46,FALSE,2024,CUARTA / 1 TENEDOR,No tiene,0,No tiene,0
CALICANTO,"AV PICHINCHA N3-114 CONCEPCION, Quito, Ecuador",-0.2243446,-78.5137767,respaldo_R_S,0.45045457966341035,FALSE,,0,0,0,0,0,0,0,0,0,Desconocido,Otro,No posee,0,CALICANTO__47,FALSE,2011,SEGUNDA / 3 TENEDORES,No tiene,0,No tiene,0
CALLEJON QUITEÑO,"S1C JUAN DE DIOS Morales  OE3-68  OE3 Guayaquil, Quito, Ecuador",-0.225367587,-78.51352101,respaldo_R_S,0.5530296063553651,FALSE,,0,0,0,0,0,0,0,0,0,Tradicional,Tradicional,No posee,0,CALLEJON QUITEÑO__48,FALSE,2018,SEGUNDA / 3 TENEDORES,No tiene,0,No tiene,0
CARAVANA,"AV.MALDONADO S5-14 BENIGNO VELA, Quito, Ecuador",-0.2216162,-78.513984,primaria_C_D,0.2064792978890235,TRUE,4,1255,7.135687347028144,1,7093,8.867004635333567,1,3207,8.073402968986406,13500,Fast Food,Fast Food,Franquicia,1,CARAVANA,FALSE,2008,SEGUNDA / 3 TENEDORES,caravanafastfood,https://www.instagram.com/caravanafastfood/,@caravanafastfood24,https://www.tiktok.com/@caravanafastfood24
CARAVANA,"ABDON CALDERON OE9-224 TUPAC YUPANQUI, Quito, Ecuador",-0.2190905,-78.5130829,primaria_C_D,0.16960261699199955,TRUE,3.9,761,6.635946555686647,1,7093,8.867004635333567,1,3207,8.073402968986406,13500,Fast Food,Fast Food,Franquicia,1,CARAVANA,TRUE,2008,SEGUNDA / 3 TENEDORES,caravanafastfood,https://www.instagram.com/caravanafastfood/,@caravanafastfood24,https://www.tiktok.com/@caravanafastfood24
CARAVANA,"GARCIA MORENO S3 24 LOJA, Quito, Ecuador",-0.2218299,-78.5090985,primaria_C_D,0.4061076185308773,TRUE,4.2,201,5.308267697401205,1,7093,8.867004635333567,1,3207,8.073402968986406,13500,Fast Food,Fast Food,Franquicia,1,CARAVANA,TRUE,2008,SEGUNDA / 3 TENEDORES,caravanafastfood,https://www.instagram.com/caravanafastfood/,@caravanafastfood24,https://www.tiktok.com/@caravanafastfood24
CARMITA,"Plaza Del Teatro, Jose J.Olmedo Oe2-18, 170136 Quito",-0.219588623,-78.50921748,primaria_C_D,0.3788041951104497,TRUE,5,1,0.6931471805599453,1,237,5.472270673671475,0,0,0,0,Tradicional,Tradicional,No posee,0,CARMITA__52,FALSE,2008,SEGUNDA / 3 TENEDORES,cafeteria_carmita,https://www.instagram.com/cafeteria_carmita/,No tiene,0
CASA BLANCA DE MONTUFAR,"AV. PICHINCHA N4-107 VICENTE LEON, Quito, Ecuador",-0.2212405,-78.5089523,primaria_C_D,0.4029850267264173,TRUE,4.9,45,3.828641396489095,0,0,0,0,0,0,0,Desconocido,Otro,No posee,0,CASA BLANCA DE MONTUFAR__53,FALSE,2023,SEGUNDA / 3 TENEDORES,No tiene,0,No tiene,0
CASA GANGOTENA RESTAURANTE,"BolÍvar Oe6-41 Cuenca, Quito, Ecuador",-0.2211493,-78.5154623,primaria_C_D,0.33721007685072096,TRUE,4.7,661,6.495265555937008,1,27400,10.21833478806055,0,0,0,0,Nuevo Tradicional,Nuevo Tradicional,No posee,0,CASA GANGOTENA RESTAURANTE__54,FALSE,2011,LUJO / 5 TENEDORES,restaurantecasagangotena,https://www.instagram.com/restaurantecasagangotena/,No tiene,0
CASA MANUELA,"GARCíA MORENO N7-37 MANABÍ, Quito, Ecuador",-0.2201151,-78.5127699,primaria_C_D,0.05227260882328248,TRUE,4.4,115,4.7535901911063645,0,0,0,0,0,0,0,Desconocido,Otro,No posee,0,CASA MANUELA__55,FALSE,2021,PRIMERA / 4 TENEDORES,No tiene,0,No tiene,0
CASA TUA RISTORANTE,"GARCIA MORENO N6-67 OLMEDO, Quito, Ecuador",-0.218590174,-78.5112136,respaldo_R_S,0.25604393926518887,FALSE,,0,0,1,78,4.3694478524670215,0,0,0,0,Fast Food,Fast Food,No posee,0,CASA TUA RISTORANTE__56,FALSE,2018,SEGUNDA / 3 TENEDORES,casatuaristorante,https://www.instagram.com/casatuaristorante/?hl=es,No tiene,0
CECIBEL ,"Imbabura N1-16 Rocafuerte , Quito, Ecuador",-0.2219862,-78.5065969,respaldo_R_S,0.676873581441721,FALSE,,0,0,0,0,0,0,0,0,0,Desconocido,Otro,No posee,0,CECIBEL __57,FALSE,2024,CUARTA / 1 TENEDOR,No tiene,0,No tiene,0
CEVICHERIA LA ERMITA,"N3 SUCRE E1-118 MONTUFAR, Quito, Ecuador",-0.2213834,-78.5214684,respaldo_R_S,1.0020593997527691,FALSE,,0,0,0,0,0,0,0,0,0,Comida Ecuatoriana,Comida Ecuatoriana,No posee,0,CEVICHERIA LA ERMITA__58,FALSE,2024,CUARTA / 1 TENEDOR,No tiene,0,No tiene,0
CEVICHOCHOS DE LA BOLIVAR,"AVENIDA PICHINCHA N43097 CHILE, Quito, Ecuador",-0.2224,-78.51381,primaria_C_D,0.256618868433251,TRUE,4.5,727,6.590301048196686,0,0,0,0,0,0,0,Desconocido,Otro,No posee,0,CEVICHOCHOS DE LA BOLIVAR__59,FALSE,2024,SEGUNDA / 3 TENEDORES,No tiene,0,No tiene,0
CHAN CHAN,"LOJA OE2-352 GUAYAQUIL, Quito, Ecuador",-0.219983,-78.5052819,primaria_C_D,0.8046663470348554,TRUE,5,41,3.7376696182833684,1,2081,7.641084249174914,0,0,0,0,Bar,Bar,No posee,0,CHAN CHAN__60,FALSE,2024,CUARTA / 1 TENEDOR,chanchanuio,https://www.instagram.com/chanchanuio/,No tiene,0
CHIFA FOUR SEA,"GARCÍA MORENO N7-15 OLMEDO, Quito, Ecuador",-0.218455941,-78.51093379,respaldo_R_S,0.2863383784864105,FALSE,,0,0,0,0,0,0,0,0,0,Internacional,Internacional,No posee,0,CHIFA FOUR SEA__61,FALSE,2013,CUARTA / 1 TENEDOR,No tiene,0,No tiene,0
CHIFA JING BIN,"MONTUFAR N357 JUNIN, Quito, Ecuador",-0.2178802,-78.5070442,respaldo_R_S,0.6729697571895931,FALSE,,0,0,0,0,0,0,0,0,0,Internacional,Internacional,No posee,0,CHIFA JING BIN__62,FALSE,2022,SEGUNDA / 3 TENEDORES,No tiene,0,No tiene,0
CHIFA LEPUT,"VICENTE LEON 680 ESMERALDAS, Quito, Ecuador",-0.2228512,-78.5189472,primaria_C_D,0.7630751907676891,TRUE,4.7,87,4.477336814478207,0,0,0,0,0,0,0,Internacional,Internacional,No posee,0,CHIFA LEPUT__63,FALSE,2024,SEGUNDA / 3 TENEDORES,No tiene,0,No tiene,0
CHIFA MIN FU,"JUAN PÍO MONTUFAR N2-34 PEREIRA, Quito, Ecuador",-0.2193096,-78.5087458,primaria_C_D,0.43792823039226925,TRUE,4.2,21,3.091042453358316,0,0,0,0,0,0,0,Internacional,Internacional,No posee,0,CHIFA MIN FU__64,FALSE,2019,SEGUNDA / 3 TENEDORES,No tiene,0,No tiene,0
CHIFA RONG QIAO,"Cuenca N6-38 Olmedo, Quito, Ecuador",-0.2175959,-78.5071669,primaria_C_D,0.6752319286538366,TRUE,4.4,64,4.174387269895637,0,0,0,0,0,0,0,Internacional,Internacional,No posee,0,CHIFA RONG QIAO__65,FALSE,2017,SEGUNDA / 3 TENEDORES,No tiene,0,No tiene,0
CHIFA TIAN YOU,"QFHR+2G8, Av Pichincha, 170136 Quito, Ecuador",-0.2205009,-78.5107886,primaria_C_D,0.19029761455152433,TRUE,4,4,1.6094379124341003,0,0,0,0,0,0,0,Internacional,Internacional,No posee,0,CHIFA TIAN YOU__66,FALSE,2023,CUARTA / 1 TENEDOR,No tiene,0,No tiene,0
CHIFA YING KE,"BOLÍVAR OE6-147 E IMBABURA, Quito, Ecuador",-0.2207746,-78.5173075,primaria_C_D,0.5354369832950349,TRUE,4.6,9,2.302585092994046,0,0,0,0,0,0,0,Internacional,Internacional,No posee,0,CHIFA YING KE__67,FALSE,2012,SEGUNDA / 3 TENEDORES,No tiene,0,No tiene,0
CHIFA YUXUAN,"PEDRO FERMIN CEVALLOS N9-58 ORIENTE, Quito, Ecuador",-0.225216,-78.5071881,primaria_C_D,0.7898481033134813,TRUE,3.9,10,2.3978952727983707,0,0,0,0,0,0,0,Internacional,Internacional,No posee,0,CHIFA YUXUAN__68,FALSE,2021,CUARTA / 1 TENEDOR,No tiene,0,No tiene,0
CHOCOLATE TRADICIONAL,"Montúfar oE1-02 Esmeraldas, Quito, Ecuador",-0.2191236,-78.5144618,primaria_C_D,0.2664755632244244,TRUE,4.5,23,3.1780538303479458,0,0,0,0,0,0,0,Tradicional,Tradicional,No posee,0,CHOCOLATE TRADICIONAL__69,FALSE,2023,SEGUNDA / 3 TENEDORES,No tiene,0,No tiene,0
CHORIGOL,"Av. 24 de Mayo OE7-44 e Imbabura, Quito, Ecuador",-0.218056,-78.5110252,primaria_C_D,0.3174053129978762,TRUE,4.1,150,5.017279836814924,1,10300,9.239996256883693,1,9441,9.152923101106232,38200,Internacional,Internacional,Franquicia,1,CHORIGOL,FALSE,2023,SEGUNDA / 3 TENEDORES,chorigoloficial,https://www.instagram.com/chorigoloficial/,@chorigol_ec,https://www.tiktok.com/@chorigol_ec
